"title","gmd_name","edition","isbn_issn","publisher_name","publish_year","collation","series_title","call_number","language_name","place_name","classification","notes","image","sor","authors","topics","item_code"
"Seri Dokumen Gerejawi No. 18; Dominum Et Vivificantem","Text","","","Departemen Dokumentasi dan Penerangan KWI","1992","88hlm; 20.5x15cm","","262.91 DOK d","Indonesia","Jakarta","262.91 DOK d","","cover_seri-dokumen-gerejawi-no-18-dominum-et-vivificantem-20260513094202.jpg","","<KWI><J. Hadiwikarta, Pr>","","<0381/26>"
"Seri Dokumen Gerejawi No. 12; Apostolicam Actuosiatem","Text","cet4","","Derpatemen Dokumentasi dan Penerangan KWI","2013","41hlm; 2x15cm","","262.91 DOK a","Indonesia","Jakarta","262.91 DOK a","","cover_seri-dokumen-gerejawi-no-12-apostolicam-actuosiatem-20260513093602.jpg","","<KWI><Hardawiryana,Sj>","","<0378/26>"
"Seri Dokumen Gerejawi No. 9; Sacrosanctum Concilium","Text","","","Departemen Dokumentasi dan Penerangan KWI","1990","50hlm; 21.5x15cm","","262.91 DOK s","Indonesia","Jakarta","262.91 DOK s","","cover_seri-dokumen-gerejawi-no-9-sacrosanctum-concilium-20260513093200.png","","<KWI><Hardawiryana,Sj>","","<0376/26>"
"Seri Dokumen Gerejawi No. 5; Para Anggota Awam umat Beriman Kristus","Text","","","Depatermen Dokumentasi dan Penerangan","1989","163hlm; 21x15.5cm","","262.91 DOK p","Indonesia","Jakarta","262.91 DOK p","","cover_seri-dokumen-gerejawi-no-5-para-anggota-awam-umat-beriman-kristus-20260513092902.jpg","","<KWI><Marcel Beding>","","<0374/26>"
"Seri Dokumen Gerejawi No. 3; Keprihatinan akan Masalah Sosial","Text","Cet. 1","","Departemen Dokumentasi dan Penerangan KWI","1988","81 hlm. ; 16 cm x 21 cm","","262.91 DOK k","Indonesia","Jakarta","262.91 DOK k","Dokpen KWI, 1988, Jakarta, 81 hlm. ; 16 cm x 21 cm","cover_seri-dokumen-gerejawi-no-3-keprihatinan-akan-masalah-sosial-20260513092556.png","","<Turang [Pr]><Gereja Katolik. Konferensi Waligereja Indonesia>","","<0373/26>"
"Seri Dokumen Gerejawi No. 2; Instruksi Mengenai Kebebasan dan Pembebasan Kristiani","Text","Cet 2","","Depatermen Dokumentasi dan Penerangan","1991","64hlm; 21x15.5cm","","262.91 DOK i","Indonesia","Jakarta","262.91 DOK i","","cover_seri-dokumen-gerejawi-no-2-instruksi-mengenai-kebebasan-dan-pembebas-20260513092445.jpg","","<KWI><J. Hadiwikarta, Pr>","","<0372/26>"
"Manajemen Penelitian","Text","Cet. 11","978-979-518-153-8","Rineka Cipta","2010","x, 506 hlm.; 14.9 cm x 23.5 cm","","001.42 ARI m","Indonesia","Jakarta","001.42 ARI m","","cover_manajemen-penelitian-20260512111130.jpg","","<Arikunto, Suharsimi.>","<Penelitian><Metode>","<0371/26>"
"The Ttrinity; An Introduction to Catholic Doctrine on the Triune God","Text","","9-780813-218649","The Catholic University of America Press","2011","219hlm; 21.5x14cm","","231.044 EME t","English","United States of America","231.044 EME t","","cover_the-ttrinity-an-introduction-to-catholic-doctrine-on-the-triune-god-20260512110611.jpg","","<Gilles Emery, OP>","","<0354/26>"
"The World of the Early Christians","Text","Cet. 8","978-0-8146-5313-5","The Liturgical Press","1945","xviii, 231 hlm .; 13.1 cm x 21.6 cm","","270.1 KEL t","English","Minnesota","270.1 KEL t","","cover_the-world-of-the-early-christians-20260512110229.jpg","","<Kelly, Joseph F.>","","<0359/26>"
"Faith of Our Fathers; Why the Early Christians Still Matter and Always Will","Text","Cet. 4","978-1-937155-87-2","Emmaus Road Publishing","2023","134hlm.; 13.9 cm x 21.6 cm","","270.1 AQU f","English","Steubenville, Ohio","270.1 AQU f","","cover_faith-of-our-fathers-why-the-early-christians-still-matter-and-always-20260512110603.jpg","","<Mike Aquilina>","","<0355/26>"
"Early Christian Doctrines","Text","","978-0-06-064334-8","HarperOne","1978","511hlm; 20.5x13.5cm","","230.09 KEL e","English","New York","230.09 KEL e","","cover_early-christian-doctrines-20260512110259.jpg","","<J.N.D Kelly>","","<0356/26>"
"The Spirit of Early Christian Thought","Text","","0-300-09708-5","Yale University Press","2003","368hlm; 21x14cm","","230.11 LOU t","English","United States of America","230.11 LOU t","","cover_the-spirit-of-early-christian-thought-20260512105856.jpg","","<Robert Louis Wilken>","","<0357/26>"
"The Mass of The Early Christians; Revised and expanded third edition","Text","Third edition","978-1-6366-387-3","Our Sunday Visitor","2025","303hlm; 21.5x14cm","","264.01 AQU m","English","Huntington, Indiana","264.01 AQU m","","cover_the-mass-of-the-early-christians-revised-and-expanded-third-edition-20260512105608.jpg","","<Mike Aquilina>","","<0358/26>"
"Fundamental Theology","Text","","978-1-890177-24-9","Midwest Theological Forum Woodridge Illionis","2009","480hlm; 23.5x16cm","","230.2 OCA f","English","United States of America","230.2 OCA f","","cover_fundamental-theology-20260512105238.jpg","","<Fernando Ocariz and Arturo Blanco>","","<0360/26>"
"Jesus and the Old Testament Roots of the Priesthood","Text","","978-1-64585-073-1","Emmaus Road Publishing","2021","164hlm; 21.5x14.5cm","","262.14 BER j","English","United States of America","262.14 BER j","","cover_jesus-and-the-old-testament-roots-of-the-priesthood-20260512104843.jpg","","<Bergsma, John>","","<0361/26>"
"The Teachings of The Church Fathers","Text","","978-0-89870-893-6","Ignatius Press.","2002","496hlm; 23x115cm","","230.1 WIL t","English","New York","230.1 WIL t","","cover_the-teachings-of-the-church-fathers-20260512104348.jpg","","<John R. Willis, S.J>","","<0362/26>"
"How The Fathers Read the Bible; Scriture, Liturgy, and the Early Church","Text","","978-1-64585-170-7","Emmaus Road Publishing","2021","200hlm; 22x14.5cm","","230.609 AQU h","English","United States of America","230.609 AQU h","","cover_how-the-fathers-read-the-bible-scriture-liturgy-and-the-early-churc-20260512103834.jpg","","<Mike Aquilina>","<LITURGY><Scripture>","<0363/26>"
"The Passions Of The Soul ; Memahami Gelora Jiwa Manusia","Text","","978-623-6166-82-6","IRCSiSoD","2022","247hlm; 20x14cm","","190 DES t","Indonesia","Yogyakarta","190 DES t","","cover_the-passions-of-the-soul-memahami-gelora-jiwa-manusia-20260512103155.jpg","","<Rene Decartes>","<filsafat>","<0364/26>"
"A Discource on Method ; Metode berpikir kritis untuk mencapai kebenaran pengetahuan","Text","","978-623-7378-27-3","IRCSiSoD","2020","128hlm; 14x20cm","","190 DES a","Indonesia","Yogyakarta","190 DES a","","cover_a-discource-on-method-metode-berpikir-kritis-untuk-mencapai-kebenara-20260512102428.jpg","","<Rene Decartes>","<filsafat>","<0365/26>"
"A History Of Philosophy; Logical Positivism and Existentialism Vol.11","Text","Vol 11","978-0-8264-5905-2","Bloomsbury","2019","230hlm; 21.5x14cm","","190 COP a","English","London","190 COP a","","cover_a-history-of-philosophy-logical-positivism-and-existentialism-vol-11-20260512101909.jpg","","<Frederick Copleston>","<A History of Philosophy>","<0353/26>"
"A History Of Philosophy; Russian Philosophy Vol. 10","Text","Vol 10","978-0-8264-6904-5","Bloomsbury","2019","445hlm;21.5x14cm","","190 COP a","English","London","190 COP a","","cover_a-history-of-philosophy-russian-philosophy-vol-10-20260512101625.jpg","","<Frederick Copleston>","<A History of Philosophy>","<0352/26>"
"A History Of Philosophy; 19th and 20th century French Philosophy Vol. 9","Text","Vol. 9","978-0-8264-6903-8","Bloomsbury","2015","480hlm; 21.5x14cm","","190 COP a","English","London","190 COP a","","cover_a-history-of-philosophy-19th-and-20th-century-french-philosophy-vol-20260512101330.jpg","","<Frederick Copleston>","<A History of Philosophy>","<0351/26>"
"A History of Philosophy; Utilitarianism to early analytic philosophy Vol. 8","Text","Vol 8","978-0-8264-6902-1","Bloomsbury","2019","577hlm; 21.5x14cm","","190 COP a","Indonesia","London","190 COP a","","cover_a-history-of-philosophy-utilitarianism-to-early-analytic-philosophy-v-20260512101003.jpg","","<Frederick Copleston>","<A History of Philosophy>","<0350/26>"
"A History Of Philosophy; 18th and 19th century German Philosophy Vol. 7","Text","Vol 7","978-0-8264-6901-4","Bloomsbury","2019","496hlm; 21.5x14cm","","190 COP a","English","London","190 COP a","","cover_a-history-of-philosophy-18th-and-19th-century-german-philosophy-vol-20260512095847.jpg","","<Frederick Copleston>","<A History of Philosophy>","<0349/26>"
"A History of Philosophy;  The Enlightenment Voltaire to Kant Vol. 6","Text","vol 6","978-0-8264-6900-7","Bloomsbury","1960","509hlm; 21.5x14cm","","190 COP a","Indonesia","London","190 COP a","","cover_a-history-of-philosophy-the-enlightenment-voltaire-to-kant-vol-6-20260512095428.jpg","","<Frederick Copleston>","<A History of Philosophy>","<0348/26>"
"Metode Montessori; Filosofi pendidikan dan metode pengajaran aplikatif","Text","Cet. 1","978-634-7446-11-4","IRCiSoD","2025","444 hlm.;14 cm x 20 cm","","371.39 MON m","Indonesia","Yogyakarta","371.39 MON m","","cover_metode-montessori-filosofi-pendidikan-dan-metode-pengajaran-aplikatif-20260512094723.jpg","","<Muhammad, Azhar.><Montessori, Maria>","<Pendidikan>","<0366/26>"
"A History Of Philosophy; British Philosophy Hobbes to Hume Vol. 5","Text","","978-0-8264-6899-4","Bloomsbury","2013","440hlm; 21.5x14cm","","190 COP a","English","London","190 COP a","","cover_a-history-of-philosophy-british-philosophy-hobbes-to-hume-vol-5-20260512094446.jpg","","<Frederick Copleston>","<A History of Philosophy>","<0347/26>"
"The Philosophy Of Education","Text","Cet. 1","","IRCiSoD","2025","318 hlm.;14 cm x 20 cm","","370.1 HAR t","Indonesia","Yogyakarta","370.1 HAR t","","cover_the-philosophy-of-education-20260512094131.jpg","","<Horne, Herman, Harrell>","","<0367/26>"
"A History of Philosophy; The Rationalists Descartes to Leibniz Vol. 4","Text","Vol 4","978-0-8264-6948-9","Bloomsbury","2019","370hlm; 21.5x14cm","","190 COP a","English","London","190 COP a","","cover_a-history-of-philosophy-the-rationalists-descartes-to-leibniz-vol-4-20260512094100.jpg","","<Frederick Copleston>","","<0346/26>"
"Kapitalisme Sebuah Pengantar Singkat","Text","Cet. 1","","IRCiSoD","2021","244 hlm.;14 cm x 20 cm","","330.112 FUL k","Indonesia","Yogyakarta","330.112 FUL k","","cover_kapitalisme-sebuah-pengantar-singkat-20260512093645.jpg","","<Fulcher, James>","<CAPITALISM>","<0368/26>"
"A History Of Philosophy;  Late Medieval and Renaissance Philosophy Vol 3","Text","Vol 3","978-0-8264-6948-9","Bloomsbury","2019","479hlm; 21.5x13.5","","190 COP a","English","London","190 COP a","","cover_a-history-of-philosophy-late-medieval-and-renaissance-philosophy-vol-20260512093554.jpg","","<Frederick Copleston>","<A History of Philosophy>","<0345/26>"
"A History Of Philosophy; Medieval Philosophy Vol. 2","Text","Vol 2","978-0-8264-6948-9","Bloomsbury","2013","614hlm; 21.5x14cm","","190 COP a","English","London","190 COP a","","cover_a-history-of-philosophy-medieval-philosophy-vol-2-20260512092755.jpg","","<Frederick Copleston>","<A History of Philosophy>","<0344/26>"
"Israel; dari sejarah, budaya, sosial politik, hingga dinamika globalnya sebuah pengantar","Text","Cet. 1","","Diva Pres","2026","170 hlm.; 13.7 cm x 20 cm","","956.94 AIZ i","Indonesia","Yogyakarta","956.94 AIZ i","","cover_israel-dari-sejarah-budaya-sosial-politik-hingga-dinamika-globalny-20260512092002.png","","<Aizid, Rizem>","<SOCIAL SCIENCES>","<0369/26>"
"A History Of Philosophy; Greece and Rome Vol 1","Text","Vol 1","978-082-646-689-56","Bloomsbury","2018","521hlm; 21.5x14cm","","190 COP a","English","London","190 COP a","","cover_a-history-of-philosophy-greece-and-rome-vol-1-20260512091750.jpg","","<Frederick Copleston>","<A History of Philosophy>","<0343/26>"
"Marxisme dan Subjektivitas","Text","Cet. 1","","basa basi","2024","68 hlm;. 14 cm x 20 cm","","190 SAR m","Indonesia","Yogyakarta","190 SAR m","","cover_marxisme-dan-subjektivitas-20260512091604.jpg","","<Sartre, Jean-Paul>","","<0370/26>"
"Rethinking fundamental theology","Text","","978-0-19-960556-9","","","","","230.2 col r","Indonesia","","230.2","","","","<O'Collins, Gerald.>","","<7002/22>"
"Eksegesis Peshat; Kitab kejadian-kitab genealogi parashat bereshit kejadian","Text","edisi revisi","978-6239-118-79-2","Sekolah Tinggi Teologi Ekumene","2020","537hlm; 25x17.6cm","","R 220.6 WAH e","Indonesia","Jakarta","R 220.6 WAH e","","cover_eksegesis-peshat-kitab-kejadian-kitab-genealogi-parashat-bereshit-kej-20251008105522.jpg","","<Wahyu, Rita>","","<0235/25><0117/26>"
"The Hidden Hebrew In Indonesian; 500 roots found in the language of eden","Text","","978-623-89265-0-3","Sekolah Tinggi Theologia Jeffray","2024","138hlm; 26x18.5cm","","R 220.7 WAH t","English","Makassar","R 220.7 WAH t","","cover_the-hidden-hebrew-in-indonesian-500-roots-found-in-the-language-of-ed-20251008112841.jpg","","<Wahyu, Rita><Mozeson, Issac e>","","<0237/25>"
"Parashat Noakh; air bah, menara babel, genealogi bangsa-bangsa, genealogi bahasa-bahasa & pembangunan nama (shem) bagi keselamatan dunia","Text","Seri ke dua","978-623-5761-01-5","Sekolah Tinggi Teologi Ekumene","2021","606hlm; 25x17.6cm","","R 220.6 WAH p","Indonesia","Jakarta","R 220.6 WAH p","","cover_paeashat-noakh-air-bah-menara-babel-genealogi-bangsa-bangsa-geneal-20251008113500.jpg","","<Wahyu, Rita>","","<0236/25><0118/26>"
"Injil Salib Besorat Hatselav; protoevangelium & penggenapan janji eksegesis peshat naskah ibrani","Text","","978-623-9311-39-1","Sekolah Tinggi Teologi Ekumene","2020","815hlm; 25x17.6cm","","R 220.6 WAH i","Indonesia","Jakarta","R 220.6 WAH i","","cover_injil-salib-besorat-hatselav-protoevangelium-penggenapan-janji-ekse-20251008110051.jpg","","<Wahyu, Rita>","","<0234/25><0116/26>"
"One - Dimensional Man","Text","","978-0-415-28976-4","Routledge","1991","275hlm; 20x13cm","","193 MAR o","English","New York","193 MAR o","","cover_one-dimensional-man-20260303093138.jpg","","<Marcuse, Herbert>","","<0320/26>"
"Principal Doctrines And The Letter to Menoeceus","Text","","978-1-387-94968-7","Adansonia","2018","94hlm; 23x15cm","","187 EPI p","English","","187 EPI p","","cover_principal-doctrines-and-the-letter-to-menoeceus-20260303101420.jpg","","<Epicurus>","","<0333/26>"
"Discourse On The Method","Text","","978-1-60942-055-0","Lits","2010","99hlm; 23x15cm","","194 DES d","English","Las Vegas","194 DES d","","cover_discourse-on-the-method-20260303100202.jpg","","<Descartes, Rene>","<PHILOSOPHY><Mathematics>","<0335/26>"
"Proslogion","Text","","978-1-0881-4146-5","Dalcassian Publishing Co","2018","22hlm; 23x15cm","","189.4 ANS p","English","Philadelphia","189.4 ANS p","","cover_proslogion-20260303094849.jpg","","<St. Anselm of Canterbury><Clement>","","<0327/26>"
"The Art Of War","Text","","978-0-00-742012-4","HarperCollins Publishers","2025","96hlm; 18x11cm","","181.11 TZU t","English","Dublin","181.11 TZU t","","cover_the-art-of-war-20260303092153.jpg","","<Sun Tzu>","","<0315/26>"
"Eclipse Of Reason; revelations","Text","","978-1-7809-3818-9","Bloomsbury","2013","134hlm; 21.5x13.8cm","","193 HOR e","English","London","193 HOR e","","cover_eclipse-of-reason-revelations-20260303090937.jpg","","<Horkheimer, Max>","","<0316/26>"
"Truth and Method","Text","","978-1-7809-3624-6","Bloomsbury Continuum","2013","623hlm; 21.5x14cm","","121 GEO t","English","London","121 GEO t","","cover_truth-and-method-20260303090218.jpg","","<Gadamer, Hans- Georg>","","<0317/26>"
"Two Treatises of Goverment","Text","","978-93-5462-863-4","True Sign","2021","240hlm; 21.8x13.8cm","","192 LOC t","English","India","192 LOC t","","cover_two-treatises-of-goverment-20260302155021.jpg","","<Locke, John.>","","<0318/26>"
"Marx & engels on religion","Text","","1-58963-714-3","Fredonia Books","2002","382hlm; 20.5x12.5cm","","193 MAR o","English","Amsterdam","193 MAR o","","cover_marx-engels-on-religion-20260302154612.jpg","","<Karl, Marx><Engels, Frederick>","","<0319/26>"
"Eros and Civilization ; A Pholosophical Inquiry Into Freund","Text","","978-0-8070-1555-1","The Beacon Press","1974","277hlm; 20.5x13.5cm","","193 MAR e","English","United States of America","193 MAR e","","cover_eros-and-civilization-a-pholosophical-inquiry-into-freund-20260302153357.jpg","","<Marcuse, Herbert>","","<0321/26>"
"Symbolic Exchange and Death","Text","Revised Edition","978-1-4739-0759-1","SAGE","2017","267hlm; 23.5x15.5cm","","194 BAU s","English","London","194 BAU s","","cover_symbolic-exchange-and-death-20260302152421.jpg","","<Baudrillard, Jean.><Grant, Hamilton>","","<0337/26>"
"Enchiridion","Text","","978-1-64032-075-8","Pitfield","","35hlm; 23.5x15.5cm","","188 EPI e","English","","188 EPI e","","cover_enchiridion-20260302151224.jpg","","<Long, George><Epictetus>","","<0322/26>"
"Epistemology","Text","","978-0-415-13042-4","Routledge","1998","340hlm; 24x16cm","","121 AUD e","English","London and New York","121 AUD e","","cover_epistemology-20260302145919.jpg","","<Audi, Robert>","","<0328/26>"
"Tao Te Ching","Text","","978-1-57715-116-6","Wellfleet Press","2015","79hlm;15.5x20.5cm","","299 JAM t","English","","299 JAM t","","cover_tao-te-ching-20250408112734.jpg","","<Tzu, Lao>","","<1807/22><0338/26>"
"The Political Philosophy Of AI","Text","","978-1-5095-4853-8","Polity Press","2022","186hlm; 21.5x13.8cm","","174.90 COE t","English","","174.90 COE t","","cover_the-political-philosophy-of-ai-20260302145210.jpg","","<Coeckelbergh, Mark>","","<0330/26>"
"The Myth Of Sisyphus","Text","Cet. 25","978-0-525-56445-4","Vintage Book","1955","138 hlm.; 13 cm x  22 cm","","194 CAM t","English","New York","194 CAM t","","cover_the-myth-of-sisyphus-20260302145021.png","","<Camus, Albert>","","<0339/26>"
"A Treatise of Human Nature","Text","","978-1-4209-6197-3","Digireads","2019","442 hlm.; 14 cm x  21.7 cm","","192 HUM a","Indonesia","","192 HUM a","","cover_a-treatise-of-human-nature-20260302144506.jpeg","","<Hume, David>","","<0340/26>"
"Philosophical Hermeneutics","Text","","978-0-620-25640-8","university of Callifornia Press","2004","243hlm; 23x15cm","","121 GEO p","Indonesia","London","121 GEO p","","cover_philosophical-hermeneutics-20260302144116.jpg","","<Gadamer, Hans-Georg><Linge, David E.>","","<0334/26>"
"The Philosophy of Religion a Critical Introductions","Text","Third edition","978-1-5095-1692-6","Polity Press","2019","273hlm; 24x17cm","","210 CLA t","English","Cambridge","210 CLA t","","cover_the-philosophy-of-religion-a-critical-introductions-20260302142301.jpg","","<Clack, Beverley><Clack, Brian>","","<0323/26>"
"The Enneads","Text","","978-0-140-44520-6","Penguin Books","1991","558hlm; 19.7x13cm","","184 PLO t","English","London","184 PLO t","","cover_the-enneads-20260302143132.jpg","","<Mackenna, Stephen><Dillon, John>","","<0341/26>"
"Leviathan","Text","","978-1-950330-05-8","Big Front Books","","225 hlm.; 22.3 cm x  28.6 cm","","192 HOB l","English","","192 HOB l","","cover_leviathan-20260302143115.jpeg","","<Hobbes, Thomas.>","","<0342/26>"
"The Theory of Communicative Action; the critique of functionalist reason","Text","","978-0-7456-0770-2","Polity Press","2006","457hlm; 22.5x15cm","","193 HAB t","English","Oxford","193 HAB t","","cover_the-theory-of-communicative-action-the-critique-of-functionalist-reas-20260302141759.jpg","","<Habermas, Jurgen.>","","<0325/26>"
"Ideas; General Introduction to Pure Phenomenology","Text","","978-0-415-51903-8","Routledge","2012","376hlm; 23.5x15.5cm","","142.7 HUS i","English","London and New York","142.7 HUS i","","cover_ideas-general-introduction-to-pure-phenomenology-20260302141205.jpg","","<Husserl, Edmund>","","<0336/26>"
"Ethics","Text","","978-1-68422-746-4","Martino Fine Books","2022","263hlm; 23x15cm","","170.92 SPI e","English","Eastford","170.92 SPI e","","cover_ethics-20260302134501.jpg","","<Spinoza, Baruch><Boyle, Andrew>","","<0332/26>"
"Karl Marx Das Kapital; A Critque of Political Economy","Text","","978-145-388-6328","United States","2010","194hlm; 25.5x17.5cm","","193 MAR d","English","Madison","193 MAR d","","cover_karl-marx-das-kapital-a-critque-of-political-economy-20260302133602.jpg","","<Karl, Marx>","","<0331/26>"
"Being And Nothingness","Text","Translation","978-1-9821-0544-0","Washington Square Press","2018","853hlm; 23x15cm","","194 PAU b","English","New York","194 PAU b","","cover_being-and-nothingness-20260302131946.jpg","","<Sartre, Jean-Paul><Richmond, Sarah>","","<0326/26>"
"Knoeledge And Human Intersests Jurgen Habermas","Text","First digital print","978-0-8070-1541-4","The Beacon Press","2002","viii+ 356hlm; 21.5x14cm","","193 HAB k","English","Boston.","193 HAB k","","cover_knoeledge-and-human-intersests-jurgen-habermas-20260302132519.jpg","","<Habermas, Jurgen><Shapiro, Jeremy>","","<0329/26>"
"Dialectic of Englightenment","Text","","978-1-78478-680-9","Verso","2016","258hlm; 21x14cm","","193 ADO d","Indonesia","London","193 ADO d","","cover_dialectic-of-englightenment-20260302131053.png","","<Horkheimer, Max><Adomo, Theodor>","","<0324/26>"
